year,section,claim,value,unit,source_file,json_path,module
2022-2024,Table 1,1 warning sign — pct_lossmaking,65.9,%,population_profile.json,groups[1 warning sign].pct_lossmaking,population_profile.py
2022-2024,Table 1,1 warning sign — pct_big4,17.4,%,population_profile.json,groups[1 warning sign].pct_big4,population_profile.py
2022-2024,Table 1,1 warning sign — pct_nasdaq,49.4,%,population_profile.json,groups[1 warning sign].pct_nasdaq,population_profile.py
2022-2024,Table 1,2 warning signs — median_assets,17857500.0,$,population_profile.json,groups[2 warning signs].median_assets,population_profile.py
2022-2024,Table 1,2 warning signs — median_revenue,4796474,$,population_profile.json,groups[2 warning signs].median_revenue,population_profile.py
2022-2024,Table 1,2 warning signs — median_net_income,-9790279.0,$,population_profile.json,groups[2 warning signs].median_net_income,population_profile.py
2022-2024,Table 1,2 warning signs — pct_lossmaking,89.4,%,population_profile.json,groups[2 warning signs].pct_lossmaking,population_profile.py
2022-2024,Table 1,2 warning signs — pct_big4,12.1,%,population_profile.json,groups[2 warning signs].pct_big4,population_profile.py
2022-2024,Table 1,2 warning signs — pct_nasdaq,56.3,%,population_profile.json,groups[2 warning signs].pct_nasdaq,population_profile.py
2022-2024,Table 1,3 warning signs — median_assets,11786500.0,$,population_profile.json,groups[3 warning signs].median_assets,population_profile.py
2022-2024,Table 1,3 warning signs — median_revenue,2472150.0,$,population_profile.json,groups[3 warning signs].median_revenue,population_profile.py
2022-2024,Table 1,3 warning signs — median_net_income,-11579973.5,$,population_profile.json,groups[3 warning signs].median_net_income,population_profile.py
2022-2024,Table 1,3 warning signs — pct_lossmaking,92.1,%,population_profile.json,groups[3 warning signs].pct_lossmaking,population_profile.py
2022-2024,Table 1,3 warning signs — pct_big4,7.1,%,population_profile.json,groups[3 warning signs].pct_big4,population_profile.py
2022-2024,Table 1,3 warning signs — pct_nasdaq,64.9,%,population_profile.json,groups[3 warning signs].pct_nasdaq,population_profile.py
2022-2024,Table 1,4 warning signs — median_assets,21899000.0,$,population_profile.json,groups[4 warning signs].median_assets,population_profile.py
2022-2024,Table 1,4 warning signs — median_revenue,4206015.5,$,population_profile.json,groups[4 warning signs].median_revenue,population_profile.py
2022-2024,Table 1,4 warning signs — median_net_income,-17727000,$,population_profile.json,groups[4 warning signs].median_net_income,population_profile.py
2022-2024,Table 1,4 warning signs — pct_lossmaking,96.6,%,population_profile.json,groups[4 warning signs].pct_lossmaking,population_profile.py
2022-2024,Table 1,4 warning signs — pct_big4,3.3,%,population_profile.json,groups[4 warning signs].pct_big4,population_profile.py
2022-2024,Table 1,4 warning signs — pct_nasdaq,90.0,%,population_profile.json,groups[4 warning signs].pct_nasdaq,population_profile.py
